family_stem,variable_name,label,n_years,years_range,label_drift
bhc33,bhc33,bhc33. I feel like I am a part of my community/neighborhood.,11,2013-2014..2023-2024,True
bhc33,bhc33c,bhc33c. Attend a trade school or receive other job training. What do you plan to,3,2014-2015..2016-2017,False
bhc33a,bhc33a,bhc33a. Go to a 2 year college. What do you plan to do after high school?,3,2014-2015..2016-2017,False
bhc33b,bhc33b,bhc33b. Go to a 4 year college or university. What do you plan to do after high,3,2014-2015..2016-2017,False
bhc33d,bhc33d,bhc33d. Get a job. What do you plan to do after high school?,3,2014-2015..2016-2017,False
bhc33e,bhc33e,bhc33e. Enter the military. What do you plan to do after high school?,3,2014-2015..2016-2017,False
bhc33f,bhc33f,bhc33f. Travel. What do you plan to do after high school?,3,2014-2015..2016-2017,False
bhc33g,bhc33g,bhc33g. Volunteer or do an internship at an organization. What do you plan to do,3,2014-2015..2016-2017,False
bhc33h,bhc33h,bhc33h. I don't know yet. What do you plan to do after high school?,3,2014-2015..2016-2017,False
bhc34,bhc34,bhc34. I feel connected to my community/neighborhood.,11,2013-2014..2023-2024,True
bhc34,bhc34c,bhc34c. Collected signatures on a petition or asked people about their opinions,2,2013-2014..2017-2018,True
bhc34a,bhc34a,"bhc34a. Wrote or made a presentation about a community issue - Past 12 months, i",2,2013-2014..2017-2018,True
bhc34b,bhc34b,bhc34b. Planned or participated in a meeting or event (like a march or rally) di,2,2013-2014..2017-2018,True
bhc34d,bhc34d,"bhc34d. Talked to people about voting - Past 12 months, in your community",2,2013-2014..2017-2018,True
bhc34e,bhc34e,bhc34e. Met personally with a community official or staff member - Past 12 month,2,2013-2014..2017-2018,True
bhc34f,bhc34f,"bhc34f. Sent an email, letter, or other communication to a public figure or orga",2,2013-2014..2017-2018,True
bhc34g,bhc34g,"bhc34g. Posted your views on a blog, Facebook, Instagram, Twitter, other social",2,2013-2014..2017-2018,True
bhc34h,bhc34h,bhc34h. Volunteered time for an organization active in community change - Past 1,2,2013-2014..2017-2018,True
bhc34i,bhc34i,bhc34i. Changed your online profile picture to demonstrate solidarity with a pol,1,2017-2018..2017-2018,False
bhc34j,bhc34j,"bhc34j. Attended a meeting of a government or public agency, such as a city coun",1,2017-2018..2017-2018,False
bhc34k,bhc34k,bhc34k. None of the above - select the items that you have done in your communit,1,2017-2018..2017-2018,False
bhc35,bhc35,bhc35. I feel safe in my community/neighborhood.,11,2013-2014..2023-2024,True
bhc36,bhc36,bhc36. I have spent time participating in community service or a volunteer activ,11,2013-2014..2023-2024,True
bhc37,bhc37,bhc37. I have worked with other people to help my community.,11,2013-2014..2023-2024,True
bhc38,bhc38,"bhc38. I have participated in groups or organizational activities, like clubs, s",11,2013-2014..2023-2024,True
bhc39,bhc39,bhc39. I have participated in community efforts to create positive change.,11,2013-2014..2023-2024,True
bhc4,bhc4,"bhc4. Medical care when you were sick or hurt or needed a checkup - Past year, h",11,2013-2014..2023-2024,True
bhc40,bhc40,bhc40. I have contributed to discussions about community activities or issues.,11,2013-2014..2023-2024,True
bhc41,bhc41,bhc41. How frequently would you say you get personally involved in efforts to tr,11,2013-2014..2023-2024,True
bhc42,bhc42,bhc42. Please select the items that you have done in your community in the past,11,2013-2014..2023-2024,True
bhc42,bhc42c,bhc42c. Collected signatures on a petition or asked people about their opinions,2,2019-2020..2023-2024,False
bhc42a,bhc42a,"bhc42a. Wrote or made a presentation about a community issue - Past 12 months, i",2,2019-2020..2023-2024,False
bhc42b,bhc42b,bhc42b. Planned or participated in a meeting or event (like a march or rally) di,2,2019-2020..2023-2024,False
bhc42d,bhc42d,"bhc42d. Talked to people about voting - Past 12 months, in your community...",2,2019-2020..2023-2024,True
bhc42e,bhc42e,bhc42e. Met personally with a community official or staff member - Past 12 month,2,2019-2020..2023-2024,False
bhc42f,bhc42f,"bhc42f. Sent an email, letter, or other communication to a public figure or orga",2,2019-2020..2023-2024,False
bhc42g,bhc42g,"bhc42g. Posted your views on a blog, Facebook, Instagram, Twitter, other social",2,2019-2020..2023-2024,False
bhc42h,bhc42h,bhc42h. Volunteered time for an organization active in community change - Past 1,2,2019-2020..2023-2024,False
bhc42i,bhc42i,bhc42i. Changed your online profile picture to demonstrate solidarity with a pol,2,2019-2020..2023-2024,False
bhc42j,bhc42j,"bhc42j. Attended a meeting of a government or public agency, such as a city coun",2,2019-2020..2023-2024,False
bhc42k,bhc42k,"bhc42k. None of the above - Past 12 months, in your community...",2,2019-2020..2023-2024,True
bhc43,bhc43,bhc43. I trust the police. - When thinking about police officers in your neighbo,11,2013-2014..2023-2024,True
bhc43,bhc43c,bhc43c. Collected signatures on a petition or asked people about their opinions,4,2018-2019..2022-2023,False
bhc43a,bhc43a,"bhc43a. Wrote or made a presentation about a community issue - Past 12 months, i",4,2018-2019..2022-2023,False
bhc43b,bhc43b,bhc43b. Planned or participated in a meeting or event (like a march or rally) di,4,2018-2019..2022-2023,False
bhc43d,bhc43d,"bhc43d. Talked to people about voting - Past 12 months, in your community...",4,2018-2019..2022-2023,True
bhc43e,bhc43e,bhc43e. Met personally with a community official or staff member - Past 12 month,4,2018-2019..2022-2023,False
bhc43f,bhc43f,"bhc43f. Sent an email, letter, or other communication to a public figure or orga",4,2018-2019..2022-2023,False
bhc43g,bhc43g,"bhc43g. Posted your views on a blog, Facebook, Instagram, Twitter, other social",4,2018-2019..2022-2023,False
bhc43h,bhc43h,bhc43h. Volunteered time for an organization active in community change - Past 1,4,2018-2019..2022-2023,False
bhc43i,bhc43i,bhc43i. Changed your online profile picture to demonstrate solidarity with a pol,4,2018-2019..2022-2023,False
bhc43j,bhc43j,"bhc43j. Attended a meeting of a government or public agency, such as a city coun",4,2018-2019..2022-2023,False
bhc43k,bhc43k,"bhc43k. None of the above - Past 12 months, in your community...",4,2018-2019..2022-2023,True
bhc44,bhc44,bhc44. I respect the police. - When thinking about police officers in your neigh,11,2013-2014..2023-2024,True
bhc45,bhc45,bhc45. The police make me feel safer. - When thinking about police officers in y,11,2013-2014..2023-2024,True
bhc46,bhc46,bhc46. The police treat all people in the community fairly. - When thinking abou,11,2013-2014..2023-2024,True
bhc47,bhc47,bhc47. The police are respectful of all people in the community. - When thinking,11,2013-2014..2023-2024,True
bhc48,bhc48,bhc48. The police are helping to reduce crime and improve safety. - When thinkin,11,2013-2014..2023-2024,True
bhc49,bhc49,bhc49. Police officers treat people in my community with respect regardless of r,11,2013-2014..2023-2024,True
bhc4_rp,bhc4_rp,bhc4_rp. Repeating BHC4; data in Oakland custom,1,2013-2014..2013-2014,False
bhc5,bhc5,"bhc5. Counseling to help you deal with problems like stress, feeling sad, family",11,2013-2014..2023-2024,True
bhc50,bhc50,bhc50. Is there a police officer or school resource/safety officer who comes to,11,2013-2014..2023-2024,True
bhc51,bhc51,bhc51. I like having an officer at school. - When thinking about the law enforce,11,2013-2014..2023-2024,True
bhc52,bhc52,bhc52. I feel safer with the officer at school. - When thinking about the law en,11,2013-2014..2023-2024,True
bhc53,bhc53,bhc53. The officer is helpful to students needing help. - When thinking about th,10,2013-2014..2023-2024,True
bhc54,bhc54,bhc54. The officer has a good relationship with students. - When thinking about,10,2013-2014..2023-2024,True
bhc55,bhc55,bhc55. The officer treats all students fairly. - When thinking about the law enf,10,2013-2014..2023-2024,True
bhc56,bhc56,"bhc56. The officer treats all students with respect regardless of race, ethnicit",6,2018-2019..2023-2024,True
bhc57,bhc57,bhc57. The officer does a good job stopping violence at school. - When thinking,6,2018-2019..2023-2024,True
bhc58,bhc58,bhc58. I respect the officer in my school. - When thinking about the law enforce,6,2018-2019..2023-2024,True
bhc59,bhc59,bhc59. I feel comfortable with the officer in my school. - When thinking about t,6,2018-2019..2023-2024,True
bhc5_rp,bhc5_rp,bhc5_rp. Repeating BHC5; data in Oakland custom,1,2013-2014..2013-2014,False
bhc6,bhc6,"bhc6. Dental care when you had a problem with your teeth or mouth? - Past year,",11,2013-2014..2023-2024,True
bhc60,bhc60,bhc60. I feel comfortable with the officer in my school. - When thinking about t,4,2018-2019..2022-2023,False
bhc7,bhc7,"bhc7. Past 30 days, missed an entire day of school because of asthma or other pr",11,2013-2014..2023-2024,True
bhc8,bhc8,"bhc8. Past 30 days, missed an entire day of school because of tooth pain or othe",11,2013-2014..2023-2024,True
bhc9,bhc9,"bhc9. Past 30 days, missed an entire day of school because of a negative school",11,2013-2014..2023-2024,True
bhccall,bhccall,Community environment category (BHC),3,2017-2018..2019-2020,False
bhccall,bhccall_true,Community environment - % 'Pretty much true' or 'Very much true' (BHC),6,2018-2019..2023-2024,False
bhccall,bhccall_vmtrue,Community environment - % reporting 'Very much true' (BHC),1,2017-2018..2017-2018,False
bhccall,bhccallc,Community environment category (BHC),3,2017-2018..2019-2020,False
bhcccare,bhcccare,Caring relationships category - adults in community (BHC),3,2017-2018..2019-2020,False
bhcccare,bhcccare_true,Caring relationships - adults in community - % 'Pretty much true' or 'Very much,6,2018-2019..2023-2024,False
bhcccare,bhcccare_vmtrue,Caring relationships - adults in community - % reporting 'Very much true' (BHC),1,2017-2018..2017-2018,False
bhcccare,bhcccarec,Caring relationships category - adults in community (BHC),3,2017-2018..2019-2020,False
bhcchigh,bhcchigh,High expectations category - adults in community (BHC),3,2017-2018..2019-2020,False
bhcchigh,bhcchigh_true,High expectations - adults in community - % 'Pretty much true' or 'Very much tru,6,2018-2019..2023-2024,False
bhcchigh,bhcchigh_vmtrue,High expectations - adults in community - % reporting 'Very much true' (BHC),1,2017-2018..2017-2018,False
bhcchigh,bhcchighc,High expectations category - adults in community (BHC),3,2017-2018..2019-2020,False
bhccmean,bhccmean,Meaningful participation category - adults in community (BHC),3,2017-2018..2019-2020,False
bhccmean,bhccmean_true,Meaningful participation - adults in community - % 'Pretty much true' or 'Very m,6,2018-2019..2023-2024,False
bhccmean,bhccmean_vmtrue,Meaningful participation - adults in community - % reporting 'Very much true' (B,1,2017-2018..2017-2018,False
bhccmean,bhccmeanc,Meaningful participation category - adults in community (BHC),3,2017-2018..2019-2020,False
bhccompolice,bhccompolice,Perceptions of Community Police (BHC),2,2018-2019..2019-2020,False
bhccompolice,bhccompolice_hi,High perceptions of community police (BHC),2,2018-2019..2019-2020,False
bhccompolice,bhccompolice_true,Perceptions of Community Police - % 'Pretty much true' or 'Very much true'  (BHC,6,2018-2019..2023-2024,False
bhccompolice,bhccompolicec,Perceptions of Community Police category (BHC),2,2018-2019..2019-2020,False
bhcconnect,bhcconnect,School connectedness category (BHC),3,2017-2018..2019-2020,False
bhcconnect,bhcconnect_agree,School connectedness - % 'Agree' or 'Stronly agree' (BHC),6,2018-2019..2023-2024,False
bhcconnect,bhcconnectc,School connectedness category (BHC),3,2017-2018..2019-2020,False
bhcconnect_sagree,bhcconnect_sagree,School connectedness - % reporting 'Strongly agree' (BHC),1,2017-2018..2017-2018,False
bhcharsh,bhcharsh,Disciplinary harshness (BHC),2,2018-2019..2019-2020,False
bhcharsh,bhcharsh_agree,Disciplinary harshness - % 'Agree' or 'Stronly agree' (BHC),6,2018-2019..2023-2024,False
bhcharsh,bhcharsh_hi,High disciplinary harshness (BHC),2,2018-2019..2019-2020,False
bhcharsh,bhcharshc,Disciplinary harshness category (BHC),2,2018-2019..2019-2020,False
bhcschlpolice,bhcschlpolice,Perceptions of School Police (BHC),2,2018-2019..2019-2020,False
bhcschlpolice,bhcschlpolice_hi,High perceptions of school police (BHC),2,2018-2019..2019-2020,False
bhcschlpolice,bhcschlpolice_true,Perceptions of School Police - % 'Pretty much true' or 'Very much true'  (BHC),6,2018-2019..2023-2024,False
bhcschlpolice,bhcschlpolicec,Perceptions of School Police category (BHC),2,2018-2019..2019-2020,False
bhcsprtsel,bhcsprtsel,Supports for social and emotional learning (BHC),2,2018-2019..2019-2020,False
bhcsprtsel,bhcsprtsel_agree,Supports for social and emotional learning - % 'Agree' or 'Stronly agree' (BHC),6,2018-2019..2023-2024,False
bhcsprtsel,bhcsprtsel_hi,High supports for social and emotional learning (BHC),2,2018-2019..2019-2020,False
bhcsprtsel,bhcsprtselc,Supports for social and emotional learning category (BHC),2,2018-2019..2019-2020,False
bhhelcond,bhhelcond_alot,Stress associated health symptoms - % 'A lot' or 'A whole lot' (BHM),1,2023-2024..2023-2024,False
bhmemotreg_top2,bhmemotreg_top2,Emotion regulation - % reporting the top two response categories (BHM),1,2023-2024..2023-2024,False
bhmemotsafe,bhmemotsafe_true,Emotional Safety at School - % 'Pretty much true' or 'Very much true' (BHM),1,2023-2024..2023-2024,False
bhmhomesuprt,bhmhomesuprt_true,Home Adult Co-Regulation Supports - % 'Pretty much true' or 'Very much true' (BH,2,2022-2023..2023-2024,False
bhmlonely,bhmlonely_smtmoften,Loneliness - % 'Sometimes' or 'Often' (BHM),2,2022-2023..2023-2024,False
bhmpeersuprt,bhmpeersuprt_true,Peer Co-Regulation Supports - % 'Pretty much true' or 'Very much true' (BHM),2,2022-2023..2023-2024,False
bhmptsdavg,bhmptsdavg,Average means of PTS questions (BHM),2,2022-2023..2023-2024,True
bhmptsdprofile,bhmptsdprofile,PTS profile (BHM),2,2022-2023..2023-2024,True
bhmptsdtotal,bhmptsdtotal,Average means of PTS questions times 11 (BHM),2,2022-2023..2023-2024,True
bhmresptrauma,bhmresptrauma_2plus,Responses to Trauma Symptoms - % '2-3 times a week' or 'Almost every day' (BHM),2,2022-2023..2023-2024,False
bhmschlsuprt,bhmschlsuprt_true,School Co-Regulation Supports - % 'Pretty much true' or 'Very much true' (BHM),1,2023-2024..2023-2024,False
bmi,bmi,BMI,11,2013-2014..2023-2024,False
bmicat,bmicat,BMI-for-age category,11,2013-2014..2023-2024,False
c1,c1,c1. A drink of an alcoholic beverage (other than a sip or two) - About how old w,14,2010-2011..2023-2024,True
c10,c10,"c10. If you use alcohol, marijuana, or another drug, have you had any of the fol",9,2010-2011..2020-2021,True
c10,c10c,"c10c. Frequently spent a lot of time getting, using, or being hung over from usi",4,2017-2018..2020-2021,False
c10_c4,c10_c4,c10_c4. Trying marijuana or hashish once or twice.,2,2013-2014..2014-2015,False
c10_c6,c10_c6,"c10_c6. If you drink alcohol, how much do you usually drink?",3,2021-2022..2023-2024,True
c10a,c10a,"c10a. Does not apply; I have not used alcohol or drugs - If you use AOD, have yo",4,2017-2018..2020-2021,False
